,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI
2006-09-23 00:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 01:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 02:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 03:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 04:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 05:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 06:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 07:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 08:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 09:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 10:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 11:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 12:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 13:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 14:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 15:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 16:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 17:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 18:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 19:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 20:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 21:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 22:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-23 23:00:00+00:00,0.20321661231,0.02127673661413044,0.0530649753411029,0.029544885999999996
2006-09-24 00:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 01:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 02:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 03:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 04:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 05:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 06:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 07:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 08:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 09:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 10:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 11:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 12:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 13:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 14:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 15:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 16:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 17:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 18:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 19:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 20:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 21:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 22:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-24 23:00:00+00:00,0.19562518713750002,0.02059039027173913,0.051999413587265494,0.029017298749999997
2006-09-25 00:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 01:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 02:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 03:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 04:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 05:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 06:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 07:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 08:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 09:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 10:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 11:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 12:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 13:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 14:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 15:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 16:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 17:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 18:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 19:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 20:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 21:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 22:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-25 23:00:00+00:00,0.208618203298125,0.025051641497282614,0.05508954267339398,0.03534834575
2006-09-26 00:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 01:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 02:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 03:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 04:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 05:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 06:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 07:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 08:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 09:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 10:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 11:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 12:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 13:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 14:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 15:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 16:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 17:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 18:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 19:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 20:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 21:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 22:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-26 23:00:00+00:00,0.22774275517500003,0.03260145126358696,0.05913867733797613,0.045372503499999994
2006-09-27 00:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 01:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 02:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 03:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 04:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 05:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 06:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 07:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 08:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 09:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 10:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 11:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 12:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 13:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 14:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 15:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 16:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 17:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 18:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 19:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 20:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 21:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 22:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-27 23:00:00+00:00,0.23883791504250002,0.05010328299456523,0.07192541838402502,0.069641517
2006-09-28 00:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 01:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 02:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 03:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 04:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 05:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 06:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 07:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 08:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 09:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 10:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 11:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 12:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 13:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 14:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 15:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 16:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 17:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 18:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 19:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 20:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 21:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 22:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-28 23:00:00+00:00,0.29270783597812494,0.09540214159239133,0.11348232678368392,0.13347957424999998
2006-09-29 00:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 01:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 02:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 03:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 04:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 05:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 06:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 07:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 08:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 09:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 10:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 11:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 12:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 13:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 14:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 15:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 16:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 17:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 18:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 19:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 20:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 21:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 22:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
2006-09-29 23:00:00+00:00,0.31329227731125003,0.09711800744836957,0.12776085428510517,0.1361175105
